Expiry,Maturity,Strike,Vol
1,3285,-100,117.32
1,3285,-80,86.3
1,3285,-60,106.17
1,3285,-40,89.88
1,3285,-30,65.82
1,3285,-20,63.32
1,3285,-10,67.23
1,3285,0,72.26
1,3285,10,76.51
1,3285,20,72.3
1,3285,30,81.26
1,3285,40,116.15
1,3285,60,100.33
1,3285,80,101.55
1,3285,100,108.45
1,3285,150,137.39
1,3285,200,114.66
1,3285,250,153.55
1,3285,300,185.27
1,3285,350,220.92
1,3285,400,170.03
1,3285,450,230.58
1,3285,500,245.62
1,3285,550,243.02
1,3285,600,242.0
1,3285,650,201.57
1,3285,700,182.9
1,3285,750,218.94
1,3650,-350,160.55
1,3650,-300,156.91
1,3650,-250,155.01
1,3650,-200,149.88
1,3650,-150,126.2
1,3650,-100,93.64
1,3650,-80,104.07
1,3650,-60,123.79
1,3650,-40,97.47
1,3650,-30,84.55
1,3650,-20,75.23
1,3650,-10,69.09
1,3650,0,74.75
1,3650,10,74.81
1,3650,20,79.94
1,3650,30,85.48
1,3650,40,99.69
1,3650,60,105.91
1,3650,80,90.54
1,3650,100,129.84
1,3650,150,120.07
1,3650,200,138.55
1,3650,250,167.73
1,3650,300,163.97
1,3650,350,206.15
1,3650,400,200.25
1,3650,450,186.04
1,3650,500,195.97
1,3650,550,179.77
1,3650,600,211.18
1,3650,650,178.17
1,3650,700,202.31
1,3650,750,193.39
1,4380,-400,150.46
1,4380,-350,138.62
1,4380,-300,155.72
1,4380,-250,151.63
1,4380,-200,163.35
1,4380,-150,141.31
1,4380,-100,116.14
1,4380,-80,102.96
1,4380,-60,118.41
1,4380,-40,89.64
1,4380,-30,78.77
1,4380,-20,65.4
1,4380,-10,68.29
1,4380,0,65.14
1,4380,10,72.59
1,4380,20,75.24
1,4380,30,87.2
1,4380,40,96.4
1,4380,60,99.22
1,4380,80,95.57
1,4380,100,108.64
1,4380,150,135.83
1,4380,200,121.89
1,4380,250,158.52
1,4380,300,132.23
1,4380,350,159.09
1,4380,400,168.72
1,4380,450,178.18
1,4380,500,196.31
1,4380,550,167.45
1,4380,600,228.32
1,4380,650,189.96
1,4380,700,234.27
1,4380,750,258.3
1,5475,-400,134.24
1,5475,-350,128.63
1,5475,-300,133.79
1,5475,-250,162.83
1,5475,-200,170.39
1,5475,-150,144.78
1,5475,-100,108.73
1,5475,-80,115.81
1,5475,-60,103.25
1,5475,-40,91.17
1,5475,-30,87.26
1,5475,-20,62.29
1,5475,-10,71.52
1,5475,0,73.96
1,5475,10,74.69
1,5475,20,73.93
1,5475,30,89.5
1,5475,40,107.42
1,5475,60,92.1
1,5475,80,109.5
1,5475,100,117.41
1,5475,150,119.59
1,5475,200,150.2
1,5475,250,120.41
1,5475,300,174.34
1,5475,350,179.17
1,5475,400,155.43
1,5475,450,242.85
1,5475,500,164.11
1,5475,550,235.33
1,5475,600,214.37
1,5475,650,232.55
1,5475,700,197.7
1,5475,750,173.54
1,7300,-400,139.35
1,7300,-350,147.12
1,7300,-300,124.56
1,7300,-250,141.79
1,7300,-200,137.91
1,7300,-150,137.18
1,7300,-100,99.9
1,7300,-80,107.38
1,7300,-60,119.29
1,7300,-40,93.67
1,7300,-30,73.55
1,7300,-20,73.39
1,7300,-10,72.03
1,7300,0,67.27
1,7300,10,66.17
1,7300,20,73.44
1,7300,30,87.68
1,7300,40,93.47
1,7300,60,77.9
1,7300,80,80.26
1,7300,100,108.15
1,7300,150,105.34
1,7300,200,147.4
1,7300,250,151.91
1,7300,300,170.54
1,7300,350,172.52
1,7300,400,185.06
1,7300,450,228.19
1,7300,500,186.48
1,7300,550,187.63
1,7300,600,204.93
1,7300,650,226.45
1,7300,700,162.93
1,7300,750,179.75
1,9125,-400,150.75
1,9125,-350,138.1
1,9125,-300,139.36
1,9125,-250,147.1
1,9125,-200,156.04
1,9125,-150,119.21
1,9125,-100,119.87
1,9125,-80,98.39
1,9125,-60,115.57
1,9125,-40,94.65
1,9125,-30,82.49
1,9125,-20,67.19
1,9125,-10,65.57
1,9125,0,67.79
1,9125,10,68.71
1,9125,20,64.53
1,9125,30,80.28
1,9125,40,88.53
1,9125,60,95.92
1,9125,80,106.01
1,9125,100,106.91
1,9125,150,115.58
1,9125,200,107.48
1,9125,250,116.45
1,9125,300,151.62
1,9125,350,182.4
1,9125,400,176.67
1,9125,450,194.84
1,9125,500,156.46
1,9125,550,184.62
1,9125,600,224.93
1,9125,650,153.43
1,9125,700,179.32
1,9125,750,176.7
1,10950,-400,137.7
1,10950,-350,137.31
1,10950,-300,150.42
1,10950,-250,148.43
1,10950,-200,136.84
1,10950,-150,135.4
1,10950,-100,103.76
1,10950,-80,103.74
1,10950,-60,80.34
1,10950,-40,97.85
1,10950,-30,83.64
1,10950,-20,68.32
1,10950,-10,67.91
1,10950,0,63.57
1,10950,10,65.15
1,10950,20,69.16
1,10950,30,73.25
1,10950,40,84.12
1,10950,60,124.47
1,10950,80,105.5
1,10950,100,90.23
1,10950,150,129.33
1,10950,200,121.89
1,10950,250,122.16
1,10950,300,151.34
1,10950,350,180.37
1,10950,400,171.86
1,10950,450,200.7
1,10950,500,154.27
1,10950,550,182.04
1,10950,600,198.9
1,10950,650,184.87
1,10950,700,186.56
1,10950,750,164.21
7,365,-250,105.48
7,365,-200,92.18
7,365,-150,58.29
7,365,-100,48.3
7,365,-80,64.19
7,365,-60,53.31
7,365,-40,44.89
7,365,-30,39.69
7,365,-20,34.31
7,365,-10,30.68
7,365,0,35.34
7,365,10,36.12
7,365,20,37.2
7,365,30,41.24
7,365,40,42.52
7,365,60,69.28
7,365,80,57.72
7,365,100,52.8
7,365,150,72.56
7,365,200,61.59
7,365,250,112.99
7,365,300,127.17
7,365,350,85.11
7,365,400,145.71
7,365,450,158.02
7,365,500,167.44
7,365,550,181.65
7,365,600,167.54
7,365,650,204.77
7,365,700,212.73
7,365,750,240.38
7,730,-300,111.33
7,730,-250,105.83
7,730,-200,114.2
7,730,-150,70.4
7,730,-100,65.22
7,730,-80,59.33
7,730,-60,62.1
7,730,-40,52.82
7,730,-30,47.22
7,730,-20,49.43
7,730,-10,47.35
7,730,0,46.4
7,730,10,50.33
7,730,20,46.83
7,730,30,55.28
7,730,40,52.01
7,730,60,60.66
7,730,80,81.72
7,730,100,74.46
7,730,150,92.13
7,730,200,115.16
7,730,250,130.88
7,730,300,97.39
7,730,350,140.57
7,730,400,165.46
7,730,450,165.35
7,730,500,202.95
7,730,550,127.09
7,730,600,200.62
7,730,650,198.46
7,730,700,241.11
7,730,750,248.58
7,1095,-300,122.11
7,1095,-250,121.18
7,1095,-200,98.63
7,1095,-150,109.67
7,1095,-100,80.4
7,1095,-80,76.25
7,1095,-60,71.97
7,1095,-40,59.08
7,1095,-30,56.44
7,1095,-20,55.94
7,1095,-10,59.93
7,1095,0,58.27
7,1095,10,65.01
7,1095,20,64.29
7,1095,30,66.23
7,1095,40,71.44
7,1095,60,71.31
7,1095,80,90.16
7,1095,100,79.03
7,1095,150,95.28
7,1095,200,123.84
7,1095,250,131.22
7,1095,300,121.5
7,1095,350,161.81
7,1095,400,134.73
7,1095,450,143.22
7,1095,500,203.44
7,1095,550,145.32
7,1095,600,229.82
7,1095,650,226.46
7,1095,700,238.26
7,1095,750,249.88
7,1460,-350,149.27
7,1460,-300,115.33
7,1460,-250,107.61
7,1460,-200,190.31
7,1460,-150,140.32
7,1460,-100,92.29
7,1460,-80,94.12
7,1460,-60,75.04
7,1460,-40,71.44
7,1460,-30,68.87
7,1460,-20,62.02
7,1460,-10,62.29
7,1460,0,67.23
7,1460,10,67.21
7,1460,20,67.36
7,1460,30,66.37
7,1460,40,66.85
7,1460,60,80.31
7,1460,80,84.12
7,1460,100,92.71
7,1460,150,112.44
7,1460,200,144.55
7,1460,250,155.85
7,1460,300,122.35
7,1460,350,163.83
7,1460,400,188.35
7,1460,450,155.23
7,1460,500,236.32
7,1460,550,268.27
7,1460,600,266.96
7,1460,650,245.75
7,1460,700,316.03
7,1460,750,311.01
7,1825,-350,131.76
7,1825,-300,126.38
7,1825,-250,131.24
7,1825,-200,103.31
7,1825,-150,110.57
7,1825,-100,103.19
7,1825,-80,98.81
7,1825,-60,78.38
7,1825,-40,78.99
7,1825,-30,72.66
7,1825,-20,72.14
7,1825,-10,71.34
7,1825,0,72.17
7,1825,10,69.35
7,1825,20,72.61
7,1825,30,78.02
7,1825,40,78.38
7,1825,60,84.13
7,1825,80,91.0
7,1825,100,108.05
7,1825,150,106.17
7,1825,200,115.77
7,1825,250,136.6
7,1825,300,157.65
7,1825,350,134.95
7,1825,400,204.15
7,1825,450,230.97
7,1825,500,239.55
7,1825,550,267.38
7,1825,600,247.81
7,1825,650,295.53
7,1825,700,289.52
7,1825,750,311.57
7,2190,-350,136.7
7,2190,-300,127.28
7,2190,-250,112.41
7,2190,-200,137.42
7,2190,-150,103.63
7,2190,-100,110.18
7,2190,-80,97.27
7,2190,-60,80.87
7,2190,-40,76.65
7,2190,-30,76.23
7,2190,-20,68.35
7,2190,-10,67.84
7,2190,0,68.33
7,2190,10,66.88
7,2190,20,72.53
7,2190,30,74.95
7,2190,40,80.44
7,2190,60,93.51
7,2190,80,96.8
7,2190,100,116.16
7,2190,150,139.56
7,2190,200,152.49
7,2190,250,146.12
7,2190,300,173.51
7,2190,350,127.53
7,2190,400,166.72
7,2190,450,254.84
7,2190,500,261.58
7,2190,550,269.06
7,2190,600,272.3
7,2190,650,326.54
7,2190,700,307.58
7,2190,750,333.0
7,2555,-350,140.95
7,2555,-300,115.89
7,2555,-250,118.03
7,2555,-200,107.5
7,2555,-150,136.31
7,2555,-100,100.43
7,2555,-80,87.05
7,2555,-60,79.3
7,2555,-40,81.97
7,2555,-30,71.26
7,2555,-20,71.45
7,2555,-10,71.44
7,2555,0,71.94
7,2555,10,73.76
7,2555,20,74.18
7,2555,30,80.81
7,2555,40,78.12
7,2555,60,89.03
7,2555,80,90.89
7,2555,100,114.29
7,2555,150,113.38
7,2555,200,165.25
7,2555,250,165.81
7,2555,300,176.0
7,2555,350,128.93
7,2555,400,211.1
7,2555,450,239.33
7,2555,500,265.88
7,2555,550,283.6
7,2555,600,301.0
7,2555,650,318.1
7,2555,700,323.04
7,2555,750,344.35
7,2920,-350,119.9
7,2920,-300,128.18
7,2920,-250,152.18
7,2920,-200,144.41
7,2920,-150,148.16
7,2920,-100,97.51
7,2920,-80,83.08
7,2920,-60,80.09
7,2920,-40,71.48
7,2920,-30,67.52
7,2920,-20,68.13
7,2920,-10,70.82
7,2920,0,65.5
7,2920,10,69.89
7,2920,20,73.84
7,2920,30,77.74
7,2920,40,79.85
7,2920,60,78.62
7,2920,80,92.24
7,2920,100,104.59
7,2920,150,114.03
7,2920,200,146.24
7,2920,250,181.74
7,2920,300,175.23
7,2920,350,140.12
7,2920,400,210.22
7,2920,450,247.25
7,2920,500,162.54
7,2920,550,301.43
7,2920,600,286.38
7,2920,650,276.65
7,2920,700,340.61
7,2920,750,328.73
7,3285,-350,135.07
7,3285,-300,128.55
7,3285,-250,193.51
7,3285,-200,142.29
7,3285,-150,158.56
7,3285,-100,102.85
7,3285,-80,88.56
7,3285,-60,87.4
7,3285,-40,82.93
7,3285,-30,75.21
7,3285,-20,69.64
7,3285,-10,68.03
7,3285,0,67.36
7,3285,10,69.41
7,3285,20,73.97
7,3285,30,74.18
7,3285,40,75.3
7,3285,60,84.48
7,3285,80,97.74
7,3285,100,100.53
7,3285,150,114.7
7,3285,200,147.16
7,3285,250,158.97
7,3285,300,166.25
7,3285,350,168.17
7,3285,400,140.72
7,3285,450,266.99
7,3285,500,264.58
7,3285,550,250.15
7,3285,600,285.25
7,3285,650,307.13
7,3285,700,345.43
7,3285,750,310.33
7,3650,-350,142.29
7,3650,-300,131.03
7,3650,-250,152.4
7,3650,-200,123.34
7,3650,-150,100.88
7,3650,-100,83.45
7,3650,-80,87.68
7,3650,-60,87.58
7,3650,-40,80.3
7,3650,-30,72.17
7,3650,-20,74.75
7,3650,-10,75.44
7,3650,0,72.71
7,3650,10,66.13
7,3650,20,72.91
7,3650,30,77.78
7,3650,40,76.89
7,3650,60,83.03
7,3650,80,85.48
7,3650,100,116.55
7,3650,150,141.58
7,3650,200,136.26
7,3650,250,172.0
7,3650,300,140.38
7,3650,350,161.97
7,3650,400,162.23
7,3650,450,233.52
7,3650,500,254.92
7,3650,550,272.07
7,3650,600,303.67
7,3650,650,305.46
7,3650,700,338.12
7,3650,750,384.56
7,4380,-400,135.79
7,4380,-350,119.48
7,4380,-300,129.91
7,4380,-250,180.9
7,4380,-200,184.63
7,4380,-150,130.51
7,4380,-100,99.81
7,4380,-80,89.55
7,4380,-60,82.52
7,4380,-40,78.95
7,4380,-30,72.96
7,4380,-20,74.56
7,4380,-10,65.76
7,4380,0,69.92
7,4380,10,67.64
7,4380,20,70.8
7,4380,30,76.71
7,4380,40,77.88
7,4380,60,86.86
7,4380,80,100.04
7,4380,100,102.38
7,4380,150,122.02
7,4380,200,160.39
7,4380,250,182.7
7,4380,300,167.16
7,4380,350,208.23
7,4380,400,227.05
7,4380,450,253.76
7,4380,500,285.26
7,4380,550,262.64
7,4380,600,264.46
7,4380,650,341.73
7,4380,700,332.29
7,4380,750,309.18
7,5475,-400,140.59
7,5475,-350,127.28
7,5475,-300,128.33
7,5475,-250,203.37
7,5475,-200,145.94
7,5475,-150,156.29
7,5475,-100,107.4
7,5475,-80,91.25
7,5475,-60,82.51
7,5475,-40,75.54
7,5475,-30,70.65
7,5475,-20,69.64
7,5475,-10,68.13
7,5475,0,68.57
7,5475,10,68.05
7,5475,20,66.32
7,5475,30,78.28
7,5475,40,69.88
7,5475,60,80.44
7,5475,80,89.85
7,5475,100,100.94
7,5475,150,111.42
7,5475,200,127.36
7,5475,250,116.84
7,5475,300,127.32
7,5475,350,203.64
7,5475,400,207.39
7,5475,450,150.91
7,5475,500,257.67
7,5475,550,279.55
7,5475,600,302.36
7,5475,650,334.3
7,5475,700,330.47
7,5475,750,353.64
7,7300,-400,143.67
7,7300,-350,125.52
7,7300,-300,118.34
7,7300,-250,175.75
7,7300,-200,191.12
7,7300,-150,126.97
7,7300,-100,103.03
7,7300,-80,90.61
7,7300,-60,82.34
7,7300,-40,68.59
7,7300,-30,65.06
7,7300,-20,69.58
7,7300,-10,66.65
7,7300,0,67.84
7,7300,10,72.11
7,7300,20,63.49
7,7300,30,68.15
7,7300,40,76.03
7,7300,60,78.41
7,7300,80,90.55
7,7300,100,97.89
7,7300,150,102.14
7,7300,200,134.71
7,7300,250,161.41
7,7300,300,136.29
7,7300,350,198.86
7,7300,400,206.52
7,7300,450,158.6
7,7300,500,255.71
7,7300,550,272.87
7,7300,600,289.73
7,7300,650,312.54
7,7300,700,307.87
7,7300,750,310.89
7,9125,-400,135.07
7,9125,-350,127.52
7,9125,-300,124.56
7,9125,-250,146.81
7,9125,-200,138.51
7,9125,-150,119.03
7,9125,-100,88.53
7,9125,-80,84.61
7,9125,-60,74.09
7,9125,-40,76.53
7,9125,-30,69.9
7,9125,-20,71.08
7,9125,-10,65.52
7,9125,0,60.96
7,9125,10,64.93
7,9125,20,71.26
7,9125,30,68.34
7,9125,40,70.26
7,9125,60,77.66
7,9125,80,88.7
7,9125,100,100.48
7,9125,150,123.49
7,9125,200,130.45
7,9125,250,159.07
7,9125,300,177.77
7,9125,350,128.01
7,9125,400,146.96
7,9125,450,215.47
7,9125,500,154.15
7,9125,550,264.62
7,9125,600,261.96
7,9125,650,283.39
7,9125,700,317.68
7,9125,750,306.15
7,10950,-400,145.76
7,10950,-350,131.57
7,10950,-300,124.88
7,10950,-250,132.35
7,10950,-200,137.57
7,10950,-150,114.95
7,10950,-100,86.9
7,10950,-80,82.67
7,10950,-60,76.82
7,10950,-40,69.23
7,10950,-30,66.52
7,10950,-20,64.14
7,10950,-10,70.8
7,10950,0,66.26
7,10950,10,57.54
7,10950,20,65.66
7,10950,30,74.58
7,10950,40,68.34
7,10950,60,77.62
7,10950,80,95.53
7,10950,100,82.88
7,10950,150,129.69
7,10950,200,148.94
7,10950,250,169.65
7,10950,300,167.02
7,10950,350,121.54
7,10950,400,130.29
7,10950,450,217.33
7,10950,500,244.62
7,10950,550,243.3
7,10950,600,264.53
7,10950,650,293.02
7,10950,700,313.26
7,10950,750,336.4
14,365,-250,95.31
14,365,-200,103.34
14,365,-150,56.07
14,365,-100,51.58
14,365,-80,40.27
14,365,-60,40.79
14,365,-40,39.15
14,365,-30,33.66
14,365,-20,31.24
14,365,-10,30.97
14,365,0,32.85
14,365,10,35.22
14,365,20,32.13
14,365,30,36.1
14,365,40,39.23
14,365,60,46.26
14,365,80,63.45
14,365,100,51.82
14,365,150,72.13
14,365,200,86.79
14,365,250,99.63
14,365,300,97.63
14,365,350,124.42
14,365,400,135.73
14,365,450,128.17
14,365,500,168.52
14,365,550,169.63
14,365,600,168.78
14,365,650,165.94
14,365,700,201.3
14,365,750,211.54
14,730,-300,115.14
14,730,-250,116.6
14,730,-200,113.04
14,730,-150,78.72
14,730,-100,60.04
14,730,-80,63.96
14,730,-60,49.91
14,730,-40,45.8
14,730,-30,45.87
14,730,-20,45.17
14,730,-10,50.2
14,730,0,44.18
14,730,10,51.7
14,730,20,47.94
14,730,30,50.58
14,730,40,53.1
14,730,60,59.44
14,730,80,69.89
14,730,100,77.44
14,730,150,89.73
14,730,200,111.35
14,730,250,109.02
14,730,300,120.69
14,730,350,123.87
14,730,400,155.18
14,730,450,155.88
14,730,500,155.97
14,730,550,189.86
14,730,600,201.35
14,730,650,186.19
14,730,700,195.94
14,730,750,220.03
14,1095,-300,116.07
14,1095,-250,113.49
14,1095,-200,116.12
14,1095,-150,78.35
14,1095,-100,77.56
14,1095,-80,70.52
14,1095,-60,70.42
14,1095,-40,63.96
14,1095,-30,54.76
14,1095,-20,51.56
14,1095,-10,51.55
14,1095,0,55.28
14,1095,10,56.37
14,1095,20,61.25
14,1095,30,61.5
14,1095,40,61.48
14,1095,60,67.73
14,1095,80,81.5
14,1095,100,85.72
14,1095,150,93.12
14,1095,200,125.23
14,1095,250,146.0
14,1095,300,138.37
14,1095,350,192.5
14,1095,400,189.1
14,1095,450,166.79
14,1095,500,203.77
14,1095,550,216.98
14,1095,600,229.95
14,1095,650,242.71
14,1095,700,240.67
14,1095,750,253.73
14,1460,-350,138.36
14,1460,-300,121.58
14,1460,-250,110.91
14,1460,-200,100.42
14,1460,-150,108.26
14,1460,-100,77.17
14,1460,-80,78.29
14,1460,-60,72.58
14,1460,-40,62.12
14,1460,-30,68.18
14,1460,-20,62.67
14,1460,-10,64.4
14,1460,0,59.86
14,1460,10,65.22
14,1460,20,63.48
14,1460,30,67.25
14,1460,40,67.81
14,1460,60,79.41
14,1460,80,80.88
14,1460,100,101.03
14,1460,150,100.21
14,1460,200,123.23
14,1460,250,161.73
14,1460,300,153.19
14,1460,350,198.84
14,1460,400,230.13
14,1460,450,195.2
14,1460,500,221.52
14,1460,550,206.34
14,1460,600,249.06
14,1460,650,249.14
14,1460,700,263.03
14,1460,750,274.84
14,1825,-350,123.28
14,1825,-300,125.03
14,1825,-250,134.84
14,1825,-200,129.22
14,1825,-150,97.98
14,1825,-100,87.37
14,1825,-80,81.9
14,1825,-60,73.27
14,1825,-40,67.65
14,1825,-30,72.24
14,1825,-20,66.63
14,1825,-10,70.14
14,1825,0,67.96
14,1825,10,73.32
14,1825,20,73.46
14,1825,30,69.6
14,1825,40,78.27
14,1825,60,80.57
14,1825,80,84.24
14,1825,100,90.31
14,1825,150,109.9
14,1825,200,154.44
14,1825,250,147.24
14,1825,300,159.77
14,1825,350,212.26
14,1825,400,188.2
14,1825,450,249.7
14,1825,500,251.77
14,1825,550,237.44
14,1825,600,232.67
14,1825,650,245.68
14,1825,700,258.48
14,1825,750,331.34
14,2190,-350,130.0
14,2190,-300,125.92
14,2190,-250,130.76
14,2190,-200,133.89
14,2190,-150,111.24
14,2190,-100,89.4
14,2190,-80,83.22
14,2190,-60,73.48
14,2190,-40,64.88
14,2190,-30,67.87
14,2190,-20,67.61
14,2190,-10,71.11
14,2190,0,66.58
14,2190,10,71.48
14,2190,20,71.69
14,2190,30,74.62
14,2190,40,76.48
14,2190,60,83.02
14,2190,80,82.18
14,2190,100,94.0
14,2190,150,116.47
14,2190,200,143.55
14,2190,250,152.25
14,2190,300,159.5
14,2190,350,175.01
14,2190,400,192.46
14,2190,450,253.82
14,2190,500,161.92
14,2190,550,242.67
14,2190,600,291.08
14,2190,650,273.21
14,2190,700,302.05
14,2190,750,316.81
14,2555,-350,127.69
14,2555,-300,128.07
14,2555,-250,124.32
14,2555,-200,142.44
14,2555,-150,124.68
14,2555,-100,90.47
14,2555,-80,82.55
14,2555,-60,78.33
14,2555,-40,75.34
14,2555,-30,64.91
14,2555,-20,72.44
14,2555,-10,70.69
14,2555,0,70.4
14,2555,10,64.75
14,2555,20,72.42
14,2555,30,76.53
14,2555,40,70.68
14,2555,60,82.96
14,2555,80,81.21
14,2555,100,93.65
14,2555,150,116.25
14,2555,200,164.89
14,2555,250,164.59
14,2555,300,196.6
14,2555,350,217.45
14,2555,400,196.74
14,2555,450,255.29
14,2555,500,262.66
14,2555,550,279.99
14,2555,600,297.01
14,2555,650,313.76
14,2555,700,315.22
14,2555,750,306.16
14,2920,-350,144.91
14,2920,-300,140.47
14,2920,-250,126.55
14,2920,-200,145.47
14,2920,-150,105.21
14,2920,-100,94.44
14,2920,-80,80.53
14,2920,-60,70.54
14,2920,-40,66.7
14,2920,-30,72.92
14,2920,-20,72.11
14,2920,-10,70.01
14,2920,0,66.29
14,2920,10,67.2
14,2920,20,64.84
14,2920,30,66.68
14,2920,40,77.63
14,2920,60,78.13
14,2920,80,88.33
14,2920,100,94.66
14,2920,150,112.63
14,2920,200,164.73
14,2920,250,158.9
14,2920,300,173.16
14,2920,350,168.62
