Expiry,Maturity,Strike,Vol,ExpiryLabel,MaturityLabel,ExpiryDate,MaturityDate,AbsStrike
1,365,-290,38.33,1D,1Y,23/04/2018,26/04/2019,-36
1,365,-280,38.33,1D,1Y,23/04/2018,26/04/2019,-26
1,365,-270,38.33,1D,1Y,23/04/2018,26/04/2019,-16
1,365,-260,38.33,1D,1Y,23/04/2018,26/04/2019,-6
1,365,-250,38.33,1D,1Y,23/04/2018,26/04/2019,4
1,365,-240,38.33,1D,1Y,23/04/2018,26/04/2019,14
1,365,-230,38.33,1D,1Y,23/04/2018,26/04/2019,24
1,365,-220,38.33,1D,1Y,23/04/2018,26/04/2019,34
1,365,-210,38.33,1D,1Y,23/04/2018,26/04/2019,44
1,365,-200,38.33,1D,1Y,23/04/2018,26/04/2019,54
1,365,-190,38.33,1D,1Y,23/04/2018,26/04/2019,64
1,365,-180,38.33,1D,1Y,23/04/2018,26/04/2019,74
1,365,-170,38.33,1D,1Y,23/04/2018,26/04/2019,84
1,365,-160,38.33,1D,1Y,23/04/2018,26/04/2019,94
1,365,-150,38.33,1D,1Y,23/04/2018,26/04/2019,104
1,365,-140,38.33,1D,1Y,23/04/2018,26/04/2019,114
1,365,-130,38.33,1D,1Y,23/04/2018,26/04/2019,124
1,365,-120,38.33,1D,1Y,23/04/2018,26/04/2019,134
1,365,-110,38.33,1D,1Y,23/04/2018,26/04/2019,144
1,365,-100,38.33,1D,1Y,23/04/2018,26/04/2019,154
1,365,-90,38.33,1D,1Y,23/04/2018,26/04/2019,164
1,365,-80,38.33,1D,1Y,23/04/2018,26/04/2019,174
1,365,-70,38.33,1D,1Y,23/04/2018,26/04/2019,184
1,365,-60,38.33,1D,1Y,23/04/2018,26/04/2019,194
1,365,-50,38.33,1D,1Y,23/04/2018,26/04/2019,204
1,365,-40,38.33,1D,1Y,23/04/2018,26/04/2019,214
1,365,-30,38.33,1D,1Y,23/04/2018,26/04/2019,224
1,365,-20,38.33,1D,1Y,23/04/2018,26/04/2019,234
1,365,-10,38.33,1D,1Y,23/04/2018,26/04/2019,244
1,365,0,38.33,1D,1Y,23/04/2018,26/04/2019,254
1,365,10,38.33,1D,1Y,23/04/2018,26/04/2019,264
1,365,20,38.33,1D,1Y,23/04/2018,26/04/2019,274
1,365,30,38.33,1D,1Y,23/04/2018,26/04/2019,284
1,365,40,38.33,1D,1Y,23/04/2018,26/04/2019,294
1,365,50,38.33,1D,1Y,23/04/2018,26/04/2019,304
1,365,60,38.33,1D,1Y,23/04/2018,26/04/2019,314
1,365,70,38.33,1D,1Y,23/04/2018,26/04/2019,324
1,365,80,38.33,1D,1Y,23/04/2018,26/04/2019,334
1,365,90,38.33,1D,1Y,23/04/2018,26/04/2019,344
1,365,100,38.33,1D,1Y,23/04/2018,26/04/2019,354
1,365,110,38.33,1D,1Y,23/04/2018,26/04/2019,364
1,365,120,38.33,1D,1Y,23/04/2018,26/04/2019,374
1,365,130,38.33,1D,1Y,23/04/2018,26/04/2019,384
1,365,140,38.33,1D,1Y,23/04/2018,26/04/2019,394
1,365,150,38.33,1D,1Y,23/04/2018,26/04/2019,404
1,365,160,38.33,1D,1Y,23/04/2018,26/04/2019,414
1,365,170,38.33,1D,1Y,23/04/2018,26/04/2019,424
1,365,180,38.33,1D,1Y,23/04/2018,26/04/2019,434
1,365,190,38.33,1D,1Y,23/04/2018,26/04/2019,444
1,365,200,38.33,1D,1Y,23/04/2018,26/04/2019,454
1,365,210,38.33,1D,1Y,23/04/2018,26/04/2019,464
1,365,220,38.33,1D,1Y,23/04/2018,26/04/2019,474
1,365,230,38.33,1D,1Y,23/04/2018,26/04/2019,484
1,365,240,38.33,1D,1Y,23/04/2018,26/04/2019,494
1,365,250,38.33,1D,1Y,23/04/2018,26/04/2019,504
1,365,260,38.33,1D,1Y,23/04/2018,26/04/2019,514
1,365,270,38.33,1D,1Y,23/04/2018,26/04/2019,524
1,365,280,38.33,1D,1Y,23/04/2018,26/04/2019,534
1,365,290,38.33,1D,1Y,23/04/2018,26/04/2019,544
1,365,300,38.33,1D,1Y,23/04/2018,26/04/2019,554
1,365,310,38.33,1D,1Y,23/04/2018,26/04/2019,564
1,365,320,38.33,1D,1Y,23/04/2018,26/04/2019,574
1,365,330,38.33,1D,1Y,23/04/2018,26/04/2019,584
1,365,340,38.33,1D,1Y,23/04/2018,26/04/2019,594
1,365,350,38.33,1D,1Y,23/04/2018,26/04/2019,604
1,365,360,38.33,1D,1Y,23/04/2018,26/04/2019,614
1,365,370,38.33,1D,1Y,23/04/2018,26/04/2019,624
1,365,380,38.33,1D,1Y,23/04/2018,26/04/2019,634
1,365,390,38.33,1D,1Y,23/04/2018,26/04/2019,644
1,365,400,38.33,1D,1Y,23/04/2018,26/04/2019,654
1,365,410,38.33,1D,1Y,23/04/2018,26/04/2019,664
1,365,420,38.33,1D,1Y,23/04/2018,26/04/2019,674
1,365,430,38.33,1D,1Y,23/04/2018,26/04/2019,684
1,365,440,38.33,1D,1Y,23/04/2018,26/04/2019,694
1,365,450,38.33,1D,1Y,23/04/2018,26/04/2019,704
1,365,460,38.33,1D,1Y,23/04/2018,26/04/2019,714
1,365,470,38.33,1D,1Y,23/04/2018,26/04/2019,724
1,365,480,38.33,1D,1Y,23/04/2018,26/04/2019,734
1,365,490,38.33,1D,1Y,23/04/2018,26/04/2019,744
1,365,500,38.33,1D,1Y,23/04/2018,26/04/2019,754
1,365,510,38.33,1D,1Y,23/04/2018,26/04/2019,764
1,365,520,38.33,1D,1Y,23/04/2018,26/04/2019,774
1,365,530,38.33,1D,1Y,23/04/2018,26/04/2019,784
1,365,540,38.33,1D,1Y,23/04/2018,26/04/2019,794
1,365,550,38.33,1D,1Y,23/04/2018,26/04/2019,804
1,365,560,38.33,1D,1Y,23/04/2018,26/04/2019,814
1,365,570,38.33,1D,1Y,23/04/2018,26/04/2019,824
1,365,580,38.33,1D,1Y,23/04/2018,26/04/2019,834
1,365,590,38.33,1D,1Y,23/04/2018,26/04/2019,844
1,365,600,38.33,1D,1Y,23/04/2018,26/04/2019,854
1,365,610,38.33,1D,1Y,23/04/2018,26/04/2019,864
1,365,620,38.33,1D,1Y,23/04/2018,26/04/2019,874
1,365,630,38.33,1D,1Y,23/04/2018,26/04/2019,884
1,365,640,38.33,1D,1Y,23/04/2018,26/04/2019,894
1,365,650,38.33,1D,1Y,23/04/2018,26/04/2019,904
1,365,660,38.33,1D,1Y,23/04/2018,26/04/2019,914
1,365,670,38.33,1D,1Y,23/04/2018,26/04/2019,924
1,365,680,38.33,1D,1Y,23/04/2018,26/04/2019,934
1,365,690,38.33,1D,1Y,23/04/2018,26/04/2019,944
1,365,700,38.33,1D,1Y,23/04/2018,26/04/2019,954
1,365,710,38.33,1D,1Y,23/04/2018,26/04/2019,964
1,365,720,38.33,1D,1Y,23/04/2018,26/04/2019,974
1,365,730,38.33,1D,1Y,23/04/2018,26/04/2019,984
1,365,740,38.33,1D,1Y,23/04/2018,26/04/2019,994
1,365,750,38.33,1D,1Y,23/04/2018,26/04/2019,1004
1,365,760,38.33,1D,1Y,23/04/2018,26/04/2019,1014
1,365,770,38.33,1D,1Y,23/04/2018,26/04/2019,1024
1,365,780,38.33,1D,1Y,23/04/2018,26/04/2019,1034
1,365,790,38.33,1D,1Y,23/04/2018,26/04/2019,1044
1,365,800,38.33,1D,1Y,23/04/2018,26/04/2019,1054
1,365,810,38.33,1D,1Y,23/04/2018,26/04/2019,1064
1,365,820,38.33,1D,1Y,23/04/2018,26/04/2019,1074
1,365,830,38.33,1D,1Y,23/04/2018,26/04/2019,1084
1,365,840,38.33,1D,1Y,23/04/2018,26/04/2019,1094
1,365,850,38.33,1D,1Y,23/04/2018,26/04/2019,1104
1,365,860,38.33,1D,1Y,23/04/2018,26/04/2019,1114
1,365,870,38.33,1D,1Y,23/04/2018,26/04/2019,1124
1,365,880,38.33,1D,1Y,23/04/2018,26/04/2019,1134
1,365,890,38.33,1D,1Y,23/04/2018,26/04/2019,1144
1,365,900,38.33,1D,1Y,23/04/2018,26/04/2019,1154
1,365,910,38.33,1D,1Y,23/04/2018,26/04/2019,1164
1,365,920,38.33,1D,1Y,23/04/2018,26/04/2019,1174
1,365,930,38.33,1D,1Y,23/04/2018,26/04/2019,1184
1,365,940,38.33,1D,1Y,23/04/2018,26/04/2019,1194
1,365,950,38.33,1D,1Y,23/04/2018,26/04/2019,1204
1,365,960,38.33,1D,1Y,23/04/2018,26/04/2019,1214
1,365,970,38.33,1D,1Y,23/04/2018,26/04/2019,1224
1,365,980,38.33,1D,1Y,23/04/2018,26/04/2019,1234
1,365,990,38.33,1D,1Y,23/04/2018,26/04/2019,1244
1,730,-990,50.66,1D,2Y,23/04/2018,27/04/2020,-715
1,730,-980,50.66,1D,2Y,23/04/2018,27/04/2020,-705
1,730,-970,50.66,1D,2Y,23/04/2018,27/04/2020,-695
1,730,-960,50.66,1D,2Y,23/04/2018,27/04/2020,-685
1,730,-950,50.66,1D,2Y,23/04/2018,27/04/2020,-675
1,730,-940,50.66,1D,2Y,23/04/2018,27/04/2020,-665
1,730,-930,50.66,1D,2Y,23/04/2018,27/04/2020,-655
1,730,-920,50.66,1D,2Y,23/04/2018,27/04/2020,-645
1,730,-910,50.66,1D,2Y,23/04/2018,27/04/2020,-635
1,730,-900,50.66,1D,2Y,23/04/2018,27/04/2020,-625
1,730,-890,50.66,1D,2Y,23/04/2018,27/04/2020,-615
1,730,-880,50.66,1D,2Y,23/04/2018,27/04/2020,-605
1,730,-870,50.66,1D,2Y,23/04/2018,27/04/2020,-595
1,730,-860,50.66,1D,2Y,23/04/2018,27/04/2020,-585
1,730,-850,50.66,1D,2Y,23/04/2018,27/04/2020,-575
1,730,-840,50.66,1D,2Y,23/04/2018,27/04/2020,-565
1,730,-830,50.66,1D,2Y,23/04/2018,27/04/2020,-555
1,730,-820,50.66,1D,2Y,23/04/2018,27/04/2020,-545
1,730,-810,50.66,1D,2Y,23/04/2018,27/04/2020,-535
1,730,-800,50.66,1D,2Y,23/04/2018,27/04/2020,-525
1,730,-790,50.66,1D,2Y,23/04/2018,27/04/2020,-515
1,730,-780,50.66,1D,2Y,23/04/2018,27/04/2020,-505
1,730,-770,50.66,1D,2Y,23/04/2018,27/04/2020,-495
1,730,-760,50.66,1D,2Y,23/04/2018,27/04/2020,-485
1,730,-750,50.66,1D,2Y,23/04/2018,27/04/2020,-475
1,730,-740,50.66,1D,2Y,23/04/2018,27/04/2020,-465
1,730,-730,50.66,1D,2Y,23/04/2018,27/04/2020,-455
1,730,-720,50.66,1D,2Y,23/04/2018,27/04/2020,-445
1,730,-710,50.66,1D,2Y,23/04/2018,27/04/2020,-435
1,730,-700,50.66,1D,2Y,23/04/2018,27/04/2020,-425
1,730,-690,50.66,1D,2Y,23/04/2018,27/04/2020,-415
1,730,-680,50.66,1D,2Y,23/04/2018,27/04/2020,-405
1,730,-670,50.66,1D,2Y,23/04/2018,27/04/2020,-395
1,730,-660,50.66,1D,2Y,23/04/2018,27/04/2020,-385
1,730,-650,50.66,1D,2Y,23/04/2018,27/04/2020,-375
1,730,-640,50.66,1D,2Y,23/04/2018,27/04/2020,-365
1,730,-630,50.66,1D,2Y,23/04/2018,27/04/2020,-355
1,730,-620,50.66,1D,2Y,23/04/2018,27/04/2020,-345
1,730,-610,50.66,1D,2Y,23/04/2018,27/04/2020,-335
1,730,-600,50.66,1D,2Y,23/04/2018,27/04/2020,-325
1,730,-590,50.66,1D,2Y,23/04/2018,27/04/2020,-315
1,730,-580,50.66,1D,2Y,23/04/2018,27/04/2020,-305
1,730,-570,50.66,1D,2Y,23/04/2018,27/04/2020,-295
1,730,-560,50.66,1D,2Y,23/04/2018,27/04/2020,-285
1,730,-550,50.66,1D,2Y,23/04/2018,27/04/2020,-275
1,730,-540,50.66,1D,2Y,23/04/2018,27/04/2020,-265
1,730,-530,50.66,1D,2Y,23/04/2018,27/04/2020,-255
1,730,-520,50.66,1D,2Y,23/04/2018,27/04/2020,-245
1,730,-510,50.66,1D,2Y,23/04/2018,27/04/2020,-235
1,730,-500,50.66,1D,2Y,23/04/2018,27/04/2020,-225
1,730,-490,50.66,1D,2Y,23/04/2018,27/04/2020,-215
1,730,-480,50.66,1D,2Y,23/04/2018,27/04/2020,-205
1,730,-470,50.66,1D,2Y,23/04/2018,27/04/2020,-195
1,730,-460,50.66,1D,2Y,23/04/2018,27/04/2020,-185
1,730,-450,50.66,1D,2Y,23/04/2018,27/04/2020,-175
1,730,-440,50.66,1D,2Y,23/04/2018,27/04/2020,-165
1,730,-430,50.66,1D,2Y,23/04/2018,27/04/2020,-155
1,730,-420,50.66,1D,2Y,23/04/2018,27/04/2020,-145
1,730,-410,50.66,1D,2Y,23/04/2018,27/04/2020,-135
1,730,-400,50.66,1D,2Y,23/04/2018,27/04/2020,-125
1,730,-390,50.66,1D,2Y,23/04/2018,27/04/2020,-115
1,730,-380,50.66,1D,2Y,23/04/2018,27/04/2020,-105
1,730,-370,50.66,1D,2Y,23/04/2018,27/04/2020,-95
1,730,-360,50.66,1D,2Y,23/04/2018,27/04/2020,-85
1,730,-350,50.66,1D,2Y,23/04/2018,27/04/2020,-75
1,730,-340,50.66,1D,2Y,23/04/2018,27/04/2020,-65
1,730,-330,50.66,1D,2Y,23/04/2018,27/04/2020,-55
1,730,-320,50.66,1D,2Y,23/04/2018,27/04/2020,-45
1,730,-310,50.66,1D,2Y,23/04/2018,27/04/2020,-35
1,730,-300,50.66,1D,2Y,23/04/2018,27/04/2020,-25
1,730,-290,50.66,1D,2Y,23/04/2018,27/04/2020,-15
1,730,-280,50.66,1D,2Y,23/04/2018,27/04/2020,-5
1,730,-270,50.66,1D,2Y,23/04/2018,27/04/2020,5
1,730,-260,50.66,1D,2Y,23/04/2018,27/04/2020,15
1,730,-250,50.66,1D,2Y,23/04/2018,27/04/2020,25
1,730,-240,50.66,1D,2Y,23/04/2018,27/04/2020,35
1,730,-230,50.66,1D,2Y,23/04/2018,27/04/2020,45
1,730,-220,50.66,1D,2Y,23/04/2018,27/04/2020,55
1,730,-210,50.66,1D,2Y,23/04/2018,27/04/2020,65
1,730,-200,50.66,1D,2Y,23/04/2018,27/04/2020,75
1,730,-190,50.66,1D,2Y,23/04/2018,27/04/2020,85
1,730,-180,50.66,1D,2Y,23/04/2018,27/04/2020,95
1,730,-170,50.66,1D,2Y,23/04/2018,27/04/2020,105
1,730,-160,50.66,1D,2Y,23/04/2018,27/04/2020,115
1,730,-150,50.66,1D,2Y,23/04/2018,27/04/2020,125
1,730,-140,50.66,1D,2Y,23/04/2018,27/04/2020,135
1,730,-130,50.66,1D,2Y,23/04/2018,27/04/2020,145
1,730,-120,50.66,1D,2Y,23/04/2018,27/04/2020,155
1,730,-110,50.66,1D,2Y,23/04/2018,27/04/2020,165
1,730,-100,50.66,1D,2Y,23/04/2018,27/04/2020,175
1,730,-90,50.66,1D,2Y,23/04/2018,27/04/2020,185
1,730,-80,50.66,1D,2Y,23/04/2018,27/04/2020,195
1,730,-70,50.66,1D,2Y,23/04/2018,27/04/2020,205
1,730,-60,50.66,1D,2Y,23/04/2018,27/04/2020,215
1,730,-50,50.66,1D,2Y,23/04/2018,27/04/2020,225
1,730,-40,50.66,1D,2Y,23/04/2018,27/04/2020,235
1,730,-30,50.66,1D,2Y,23/04/2018,27/04/2020,245
1,730,-20,50.66,1D,2Y,23/04/2018,27/04/2020,255
1,730,-10,50.66,1D,2Y,23/04/2018,27/04/2020,265
1,730,0,50.66,1D,2Y,23/04/2018,27/04/2020,275
1,730,10,50.66,1D,2Y,23/04/2018,27/04/2020,285
1,730,20,50.66,1D,2Y,23/04/2018,27/04/2020,295
1,730,30,50.66,1D,2Y,23/04/2018,27/04/2020,305
1,730,40,50.66,1D,2Y,23/04/2018,27/04/2020,315
1,730,50,50.66,1D,2Y,23/04/2018,27/04/2020,325
1,730,60,50.66,1D,2Y,23/04/2018,27/04/2020,335
1,730,70,50.66,1D,2Y,23/04/2018,27/04/2020,345
1,730,80,50.66,1D,2Y,23/04/2018,27/04/2020,355
1,730,90,50.66,1D,2Y,23/04/2018,27/04/2020,365
1,730,100,50.66,1D,2Y,23/04/2018,27/04/2020,375
1,730,110,50.66,1D,2Y,23/04/2018,27/04/2020,385
1,730,120,50.66,1D,2Y,23/04/2018,27/04/2020,395
1,730,130,50.66,1D,2Y,23/04/2018,27/04/2020,405
1,730,140,50.66,1D,2Y,23/04/2018,27/04/2020,415
1,730,150,50.66,1D,2Y,23/04/2018,27/04/2020,425
1,730,160,50.66,1D,2Y,23/04/2018,27/04/2020,435
1,730,170,50.66,1D,2Y,23/04/2018,27/04/2020,445
1,730,180,50.66,1D,2Y,23/04/2018,27/04/2020,455
1,730,190,50.66,1D,2Y,23/04/2018,27/04/2020,465
1,730,200,50.66,1D,2Y,23/04/2018,27/04/2020,475
1,730,210,50.66,1D,2Y,23/04/2018,27/04/2020,485
1,730,220,50.66,1D,2Y,23/04/2018,27/04/2020,495
1,730,230,50.66,1D,2Y,23/04/2018,27/04/2020,505
1,730,240,50.66,1D,2Y,23/04/2018,27/04/2020,515
1,730,250,50.66,1D,2Y,23/04/2018,27/04/2020,525
1,730,260,50.66,1D,2Y,23/04/2018,27/04/2020,535
1,730,270,50.66,1D,2Y,23/04/2018,27/04/2020,545
1,730,280,50.66,1D,2Y,23/04/2018,27/04/2020,555
1,730,290,50.66,1D,2Y,23/04/2018,27/04/2020,565
1,730,300,50.66,1D,2Y,23/04/2018,27/04/2020,575
1,730,310,50.66,1D,2Y,23/04/2018,27/04/2020,585
1,730,320,50.66,1D,2Y,23/04/2018,27/04/2020,595
1,730,330,50.66,1D,2Y,23/04/2018,27/04/2020,605
1,730,340,50.66,1D,2Y,23/04/2018,27/04/2020,615
1,730,350,50.66,1D,2Y,23/04/2018,27/04/2020,625
1,730,360,50.66,1D,2Y,23/04/2018,27/04/2020,635
1,730,370,50.66,1D,2Y,23/04/2018,27/04/2020,645
1,730,380,50.66,1D,2Y,23/04/2018,27/04/2020,655
1,730,390,50.66,1D,2Y,23/04/2018,27/04/2020,665
1,730,400,50.66,1D,2Y,23/04/2018,27/04/2020,675
1,730,410,50.66,1D,2Y,23/04/2018,27/04/2020,685
1,730,420,50.66,1D,2Y,23/04/2018,27/04/2020,695
1,730,430,50.66,1D,2Y,23/04/2018,27/04/2020,705
1,730,440,50.66,1D,2Y,23/04/2018,27/04/2020,715
1,730,450,50.66,1D,2Y,23/04/2018,27/04/2020,725
1,730,460,50.66,1D,2Y,23/04/2018,27/04/2020,735
1,730,470,50.66,1D,2Y,23/04/2018,27/04/2020,745
1,730,480,50.66,1D,2Y,23/04/2018,27/04/2020,755
1,730,490,50.66,1D,2Y,23/04/2018,27/04/2020,765
1,730,500,50.66,1D,2Y,23/04/2018,27/04/2020,775
1,730,510,50.66,1D,2Y,23/04/2018,27/04/2020,785
1,730,520,50.66,1D,2Y,23/04/2018,27/04/2020,795
1,730,530,50.66,1D,2Y,23/04/2018,27/04/2020,805
1,730,540,50.66,1D,2Y,23/04/2018,27/04/2020,815
1,730,550,50.66,1D,2Y,23/04/2018,27/04/2020,825
1,730,560,50.66,1D,2Y,23/04/2018,27/04/2020,835
1,730,570,50.66,1D,2Y,23/04/2018,27/04/2020,845
1,730,580,50.66,1D,2Y,23/04/2018,27/04/2020,855
1,730,590,50.66,1D,2Y,23/04/2018,27/04/2020,865
1,730,600,50.66,1D,2Y,23/04/2018,27/04/2020,875
1,730,610,50.66,1D,2Y,23/04/2018,27/04/2020,885
1,730,620,50.66,1D,2Y,23/04/2018,27/04/2020,895
1,730,630,50.66,1D,2Y,23/04/2018,27/04/2020,905
1,730,640,50.66,1D,2Y,23/04/2018,27/04/2020,915
1,730,650,50.66,1D,2Y,23/04/2018,27/04/2020,925
1,730,660,50.66,1D,2Y,23/04/2018,27/04/2020,935
1,730,670,50.66,1D,2Y,23/04/2018,27/04/2020,945
1,730,680,50.66,1D,2Y,23/04/2018,27/04/2020,955
1,730,690,50.66,1D,2Y,23/04/2018,27/04/2020,965
1,730,700,50.66,1D,2Y,23/04/2018,27/04/2020,975
1,730,710,50.66,1D,2Y,23/04/2018,27/04/2020,985
1,730,720,50.66,1D,2Y,23/04/2018,27/04/2020,995
1,730,730,50.66,1D,2Y,23/04/2018,27/04/2020,1005
1,730,740,50.66,1D,2Y,23/04/2018,27/04/2020,1015
1,730,750,50.66,1D,2Y,23/04/2018,27/04/2020,1025
1,730,760,50.66,1D,2Y,23/04/2018,27/04/2020,1035
1,730,770,50.66,1D,2Y,23/04/2018,27/04/2020,1045
1,730,780,50.66,1D,2Y,23/04/2018,27/04/2020,1055
1,730,790,50.66,1D,2Y,23/04/2018,27/04/2020,1065
1,730,800,50.66,1D,2Y,23/04/2018,27/04/2020,1075
1,730,810,50.66,1D,2Y,23/04/2018,27/04/2020,1085
1,730,820,50.66,1D,2Y,23/04/2018,27/04/2020,1095
1,730,830,50.66,1D,2Y,23/04/2018,27/04/2020,1105
1,730,840,50.66,1D,2Y,23/04/2018,27/04/2020,1115
1,730,850,50.66,1D,2Y,23/04/2018,27/04/2020,1125
1,730,860,50.66,1D,2Y,23/04/2018,27/04/2020,1135
1,730,870,50.66,1D,2Y,23/04/2018,27/04/2020,1145
1,730,880,50.66,1D,2Y,23/04/2018,27/04/2020,1155
1,730,890,50.66,1D,2Y,23/04/2018,27/04/2020,1165
1,730,900,50.66,1D,2Y,23/04/2018,27/04/2020,1175
1,730,910,50.66,1D,2Y,23/04/2018,27/04/2020,1185
1,730,920,50.66,1D,2Y,23/04/2018,27/04/2020,1195
1,730,930,50.66,1D,2Y,23/04/2018,27/04/2020,1205
1,730,940,50.66,1D,2Y,23/04/2018,27/04/2020,1215
1,730,950,50.66,1D,2Y,23/04/2018,27/04/2020,1225
1,730,960,50.66,1D,2Y,23/04/2018,27/04/2020,1235
1,730,970,50.66,1D,2Y,23/04/2018,27/04/2020,1245
1,730,980,50.66,1D,2Y,23/04/2018,27/04/2020,1255
1,730,990,50.66,1D,2Y,23/04/2018,27/04/2020,1265
1,1095,-990,62.71,1D,3Y,23/04/2018,26/04/2021,-705
1,1095,-980,62.71,1D,3Y,23/04/2018,26/04/2021,-695
1,1095,-970,62.71,1D,3Y,23/04/2018,26/04/2021,-685
1,1095,-960,62.71,1D,3Y,23/04/2018,26/04/2021,-675
1,1095,-950,62.71,1D,3Y,23/04/2018,26/04/2021,-665
1,1095,-940,62.71,1D,3Y,23/04/2018,26/04/2021,-655
1,1095,-930,62.71,1D,3Y,23/04/2018,26/04/2021,-645
1,1095,-920,62.71,1D,3Y,23/04/2018,26/04/2021,-635
1,1095,-910,62.71,1D,3Y,23/04/2018,26/04/2021,-625
